,Tables,Count
1341, -1 369 568 638 ,1972
1342,218  -1  -1 466 166 543 649 649 237 811 759 190 ,1971
1343,466 638 543 543 543 543 649 811 759 759 ,1971
1344,127 638 ,1970
1345,316 638 811 209 544 759 ,1970
1346,24 649 ,1970
1347,466 24 288 199 564 142 ,1969
1348,496 513 817 649 ,1968
1349,149 521 806 ,1968
1350,300  -1 393 638 145 27 811 50 ,1965
1351,638 759 ,1965
1352,638 363 756 ,1964
1353,689 277 746 97 638 ,1960
1354,127 303 418 ,1960
1355,277 428 726 28 450 758 482 649 734 ,1960
1356, -1 466 711 638 343 811 209 70 663 759 ,1960
1357,582 28 644 ,1960
1358, -1 638 644 167 342 ,1959
1359,277 316 638 ,1958
1360,277 466 774 638 649 811 759 ,1956
1361,466  -1 351 630 811 759 481 ,1956
1362,541 466 638 811 209 759 759 519 ,1953
1363,466 638 166 649 811 123 113 113 759 87 ,1953
1364,819 490 728 689 277  -1 ,1952
1365,689 274 48 48 300 277 277 435 435 ,1952
1366,366 175 ,1950
1367,12 466 466 638 469 811 123 113 ,1950
1368, -1  -1  -1 466 555 158 811 209 663 349 ,1950
1369, -1 466 638 278 630 811 663 759 759 481  -1  -1 ,1950
1370,466 774 166 620 649 811 759 ,1950
1371,277 277 277  -1  -1 466 101 811 811 811 759 481 481 723 329 199 199 564 ,1944
1372, -1 343 792 549 200 811 ,1944
1373,555 200 ,1944
1374,451  -1 649 101 759 199 564 ,1940
1375,466 466 575 638 811 45 ,1940
1376,212 730  -1 466 316 638 28 222 758 166 649 811 663 759 ,1935
1377,730 711 343 549 200 811 ,1935
1378,277 466 638 166 811 209 759 785 ,1935
1379, -1 466 466 316 638 394 656 585 224 24 543 649 759 ,1935
1380,278 630 759 ,1934
1381,178 638 261 811 ,1932
1382, -1 466 582 638 811 293 674 45 114 ,1932
1383,466 582 511 638 811 209 759 ,1932
1384,723 346 329 405 781 219 125 ,1930
1385,372 277  -1 466 638 512 ,1928
1386,466 638 28 166 668 649 811 759 759 ,1926
1387,711 638 343 555 549 147 200 200 811 149 ,1926
1388,555 147 200 811 209 149 149 333 521 78 ,1926
1389, -1 393 333 749 334 590 78 710 ,1925
1390,178 466 638 181 261 811 ,1922
1391,466 466 638 811 759 564 ,1920
1392,369 568 759 231 ,1916
1393,699 277 277 277 277 277 746 542 466 316 811 512 ,1912
1394, -1 466 811 759 759 512 165 ,1912
1395,466 638 166 543 93 649 811 209 759 ,1912
1396,277 222 758 811 811 ,1911
1397,463 330 466 638 817 811 209 759 ,1911
1398,40 565 817 354 287 785 ,1910
1399,466 638 649 811 512 ,1909
1400,716 466 711 638 343 200 811 43 644 815 ,1908
1401,127 466 638 805 193 166 649 811 303 759 759 ,1908
1402,466 774 638 252 811 ,1908
1403,227 635 25 ,1906
1404,689 274 48 300 277 277 435 ,1905
1405,505 164 534 502 ,1905
1406,258 495 649 ,1904
1407,519 49 ,1904
1408,730 663 663 759 481 ,1897
1409,127 178 178 466 466 316 711 638 343 505 207 401 401 401 500 649 811 185 ,1896
1410,689 277 287 287 785 ,1895
1411,699 277 277 277 746 97  -1 466 638 811 209 ,1890
1412,277 466 811 ,1890
1413, -1  -1  -1  -1  -1  -1  -1  -1 466 555 817 158 811 209 124 663 663 149 521 806 806 36 36 36 349 78 ,1890
1414,774 638 811 579 ,1890
1415,277 774 638 811 ,1887
1416,817 811 328 682 ,1887
1417,218 511 817 811 759 149 ,1885
1418,476 572 501 ,1882
1419,243 277  -1 759 132 516 693 653 546 538 ,1881
1420,127  -1 649 811 50 ,1881
1421,186 186 168 573 721  -1 775 292 ,1880
1422,186 168 573 28 775 292 ,1880
1423,372 277 166 543 649 811 ,1880
1424,277 277 638 543 200 811 ,1880
1425, -1  -1  -1  -1 218 466 638 817 811 ,1880
1426,466 466 638 649 811 759 ,1880
1427,476 476 120 759 501 498 ,1880
1428,464 638 817 811 ,1878
1429,699 277 466 811 ,1878
1430,277 811 767 190 ,1878
1431,213  -1 398 398 145 24 24 409 ,1876
1432,31 505 164 502 656 656 585 585 224 ,1876
1433,759 481 481 481 481 ,1876
1434,277 316 638 811 ,1875
1435,716 466 466 466 466 575 638 811 644 167 ,1872
1436,699 688 277 638 ,1872
1437,217 277 466 638 166 649 811 209 759 759 481 481 481 ,1872
1438,686 369 518 568 ,1872
1439, -1  -1 466 511 638 166 543 649 811 759 759 ,1872
1440,807 807 28 28 619  -1 512 512 165 165 ,1872
1441,558 543 93 ,1872
1442,117 184 811 759 ,1868
1443,340 357 357  -1 817 817 775 759 ,1866
1444,277 759 132 516 693 538 ,1865
1445,689 48 300 277 277 466 435 543 649 759 ,1864
1446, -1 200 759 122 ,1864
1447,466 649 811 ,1864
1448,466 638 811 209 759 759 481 293 674 45 ,1863
1449,730 466 638 811 209 209 ,1860
1450, -1 27 632 172 140 50 708 708 ,1860
1451,213 145 24 24 409 676 ,1854
1452,466 466 638 166 543 543 543 649 811 759 512 ,1854
1453,699 277 638 ,1853
1454,466 466 316 638 638 811 ,1850
1455,638 759 759 199 564 524 61 45 ,1849
1456,730 638 811 124 149 ,1848
1457,716 644 ,1847
1458,730 257 711 343 ,1845
1459,730 257 811 209 ,1845
1460,372 277  -1 466 638 296 401 543 23 649 811 ,1845
1461,247  -1  -1 442 558 93 1 ,1844
1462,730 243  -1 466 638 278 630 811 663 759 481 ,1840
1463,496 513 650 422 474 475 ,1840
1464, -1  -1 31 28 28 505 505 505 207 207 164 164 164 164 164 401 401 753 534 534 502 651 24 ,1840
1465, -1 28 394 200 759 52 ,1840
1466,466 511 638 543 93 649 811 209 759 ,1840
1467,730 506 249 ,1838
1468, -1  -1  -1 638 811 209 663 759 149 149 521 199 564 ,1836
1469,811 663 759 481 ,1836
1470,745 454  -1 24 93 1 409 676 ,1834
1471, -1 638 166 649 811 209 759 674 45 ,1834
1472,277  -1 316 811 209 759 ,1833
1473,748 566 566 566 566 566 ,1833
1474,277  -1 638 811 ,1832
1475,309 291 ,1832
1476,689 277 277 277 466 638 811 209 287 287 785 ,1830
1477,277 774 132 607 ,1830
1478, -1 466 638 166 649 811 209 ,1830
1479,127 763 277 218 511 638 817 811 209 759 ,1827
1480,466 774 638 166 649 811 209 759 ,1827
1481,730 811 209 ,1826
1482,699 277 638 811 ,1826
1483,127 146 151 763 178 466 638 401 502 820 23 811 209 185 ,1826
1484,277 746 466 638 811 759 ,1825
1485,212 466 466 638 166 279 649 811 759 ,1824
1486,403 622 562 706 811 759 ,1824
1487,277 466 316 638 649 811 209 759 512 ,1824
1488,79 466 466 711 638 343 792 23 649 ,1824
1489,277  -1 638 811 209 ,1821
1490,714 804 533 371 429 525 343 200 644 ,1820
1491,277 277  -1 466 638 811 293 674 45 ,1820
1492,277 638 674 45 ,1820
1493, -1 638 166 543 649 811 113 481 ,1818
1494,638 638 811 759 759 674 674 45 45 672 672 73 73 ,1818
1495,540 374 449 759 ,1818
1496,466 466 316 166 166 649 759 ,1815
1497,466 711 638 343 811 363 756 ,1812
1498,466 638 166 166 380 649 759 759 ,1812
1499,48 277  -1 435 ,1810
1500,277 466 316 316 638 252 811 ,1810
1501,277 316 166 649 200 811 ,1810
1502, -1  -1  -1  -1  -1  -1  -1  -1 1 333  -1 749 627 627 88 348  -1 527 545 545 22 22 201 201 ,1809
1503, -1  -1 638 261 28 28 820 649 ,1809
1504,730  -1 638 181 261 296 28 28 620 820 649 ,1806
1505,714 371 644 404 ,1806
1506,277 638 166 811 ,1806
1507,213 145 145 24 409 ,1806
1508,730 638 200 ,1804
1509,496 513 273 817 166 543 543 543 543  -1 649 759 ,1804
1510,277 817 523 358 ,1803
1511,638 811 663 ,1803
1512,213 28 145 24 409 ,1800
1513, -1 466 638 224 166 145 543 543 620 649 200 811 759 759 ,1800
1514,638 401 23 649 811 ,1800
1515,212 466 166 166 649 649 811 759 ,1799
1516,178 649 811 ,1796
1517,435 132 516 693 538 ,1796
1518,466 466 638 222 797 580 811 ,1795
1519,466 638 351 630 811 209 ,1795
1520, -1  -1 638 166 24 543 649 759 ,1794
1521,361 571 561 20 ,1794
1522,264 573  -1 466 775 292 ,1792
1523,466 316 811 123 113 ,1792
1524,466 711 511 638 343 543 649 811 759 ,1792
1525,257 811 663 ,1792
1526,166 578 380 649 811 209 759 481 ,1792
1527,127 178  -1 681 620 ,1788
1528,316 649 811 209 759 ,1788
1529,129 215 804 533 371  -1 393 331 ,1785
1530,243  -1 638 630 811 811 811 512 ,1784
1531, -1 466 638 817 200 328 682 481 ,1782
1532,277 277 746 97 638 ,1781
1533,145 1 ,1779
1534,243 277  -1  -1 511 638 811 70 759 664 512 165 ,1777
1535,277 541 466 811 759 ,1776
1536,277 511 343 811 209 209 552 759 481 ,1776
1537,159 597 81 28 811 663 759 ,1776
1538,28 166 668 814 649 811 209 759 512 ,1776
1539,14 552 735 687 ,1776
1540,638 543 649 811 209 ,1772
1541,638 620 649 811 ,1770
1542,466 316 638 296 166 649 649 811 759 512 ,1768
1543, -1  -1  -1 428 428 44  -1 408 715 245 675  -1 482 482 649 649 237 811 811 759 190 190 ,1764
1544,506 506 466 711 638 792 338 644 ,1764
1545, -1 638 343 792 811 14 318 552 ,1764
1546,711 511 638 805 343 303 644 759 ,1764
1547,727 759 ,1763
1548,514 716 555 ,1762
1549,127 146 681 759 ,1761
1550,466 638 638 811 209 ,1761
1551,745 454 277 277 277  -1  -1  -1 774 638 649 811 ,1760
1552,186 168 573 775 775 292 ,1760
1553,496 496 513 513  -1 401 401 401 761 761 ,1760
1554,689 430 277 277  -1 711 638 811 70 759 ,1760
1555,119  -1  -1 261 28 28 620 ,1760
1556, -1 466 466 316 316 511 638 638 811 811 209 759 ,1760
1557,638 543 27 ,1760
1558,159 397  -1  -1 817 145 765 299 ,1757
1559,243 277  -1 278 811 759 ,1756
1560,181 261 28 28 ,1755
1561,705 309 759 ,1753
1562,212 466 466 638 166 166 145 543 93 279 649 811 811 811 811 759 122 ,1752
1563,466 316 638 166 578 649 811 759 759 ,1752
1564,218  -1 817 811 293 674 45 ,1750
1565,565 765 287 299 299 299 133 517 732 ,1749
1566,565 765 299 133 517 732 ,1749
1567,401 761 174 ,1748
1568,277 277  -1  -1 316 638 543 649 476 811 209 759 ,1746
1569, -1 555 147 481 149 333 752 334 452 78 527 ,1746
1570,466 638 351 380 649 811 209 759 ,1746
1571,699 688 277 638 756 ,1740
1572,277 277 277 277 218 466 638 811 ,1740
1573,711 711 638 343 343 811 209 149 149 521 729 ,1740
1574,283 466 638 632 633 811 759 759 231 468 701 701 281 195 ,1737
1575,277 218  -1 466 638 817 697 144 811 ,1736
1576,277 218 466 638 817 237 811 190 ,1736
1577,218  -1 466 638 193 817 145 649 811 ,1736
1578,315 174 174 588 234 759 759 519 ,1736
1579,699 277 466 466 638 811 199 564 ,1734
1580,218 466 638 817 166 649 811 ,1734
1581,178 316 649 ,1734
1582,80 435 ,1731
1583,372 277 466 638 296 401 543 23 649 811  -1 ,1730
1584,506  -1 711 638 343 811 138 552 ,1730
1585, -1  -1 466 316 638 166 166 543 543  -1 649 811 759 ,1730
1586,466 466 774 638 649 811 759 759 ,1729
1587,466 774 166 543 649 811 759 ,1728
1588,469 811 123 113 87 ,1728
1589,811 70 759 149 149 521 ,1728
1590,612 759 ,1728
1591, -1  -1  -1 44  -1 715 245 675  -1 649 649 237 190 190 ,1722
1592, -1  -1  -1 44 715 245 675  -1 649 649 237 190 190 ,1722
1593,178  -1 466 638 649 649 811 ,1722
1594, -1  -1 28 24 409 476 120 498 ,1722
1595,212 466 466 316 638 28 145 649 237 190 628 ,1720
1596,277  -1  -1 466 638 28 166 237 811 759 190 628 ,1720
1597,218 466 638 817 289 744  -1 811 209 759 ,1719
1598,218 435 817 ,1716
1599,466 466 638 443 811 ,1716
1600,466 711 711 638 343 343 28 811 811 481 149 521 154 806 806 349 199 564 ,1716
1601,179 714 804 533 371 242 432 28 ,1715
1602,466 774 511 638 811 759 ,1715
1603,582 644 ,1715
1604, -1 166 649 811 759 ,1713
1605,277 277  -1  -1 466 638 469 811 123 113 759 87 ,1712
1606,277 218  -1 466 638 817 811 759 674 45 ,1712
1607,689 277 759 ,1710
1608,638 166 649 811 209 481 ,1710
1609,759 122 ,1709
1610,277 638 811 209 759 ,1708
1611,466 638 233 476 811 811 209 759  -1 ,1708
1612,352 170 170 466 145 649 759 ,1707
1613,466 316 511 638 343 200 811 209 551 318 552 759 759 759 461 ,1705
1614,466 774 638 649 811 ,1704
1615,31 505 401 145 651 24 1 ,1704
1616,640 649 811 ,1704
1617,366 716 127 763 763 466 466 466 466 575 511 638 624 805 811 303 644 167 759 ,1701
1618,277 466 511 638 145 649 811 759 ,1701
1619, -1 193 207 651 543 649 811 759 ,1700
1620,466 638 817 811 682 ,1700
1621,70 663 759 ,1700
1622,366 638 644 748 566 566 ,1696
1623,730 218 178 178 466 316 638 505 207 401 401 500 817 166 649 811 209 663 185 759 ,1696
1624,714 804 533 371 466 811 644 404 770 ,1696
1625,763  -1 303 167 ,1696
1626,466 316 638 166 649 811 759 674 45 ,1696
1627,430 127 277 681 811 ,1695
1628,372 277  -1 466 638 543 512 ,1695
1629,209 733 ,1694
1630,277 277 277  -1  -1  -1 466 774 649 811 ,1692
1631,218 466 316 638 817 233 811 ,1692
1632,178 466 638 174 24 620 649 ,1692
1633,759 759 199 564 524 61 45 ,1692
1634,466 638 200 644 ,1690
1635,759 759 ,1690
1636, -1 638 649 811 512 ,1689
1637,218 638 817 811 209 ,1688
1638,511 638 ,1688
1639,663 759 ,1688
1640,277 466 638 166 166 649 811 209 759 674 45 ,1687
1641,277  -1 466 ,1685
1642,253 253 253 466 638 811 759 519 199 564 ,1683
1643,40 430 277 638 354 ,1680
1644,127 466 466 575 638 417 200 811 303 ,1680
1645,127 638 543 649 759 ,1680
1646,277 759 512 165 ,1680
1647,466 166 649 759 ,1680
1648,638 811 45 114 ,1677
1649,277  -1 638 649 811 759 ,1676
1650,40 565 817 814 354 297 ,1675
1651,178  -1 638 166 543 649 811 512 ,1675
1652,714 804 533 371 638 644 404 ,1674
1653,243 277 811 ,1674
1654,15 647 145 24 267 649 553 ,1674
1655,466 145 649 811 209 ,1672
1656,466 630 811 759 ,1671
1657,343 792 549 200 ,1671
1658,466 466 774 257 811 ,1668
1659,217 277  -1  -1 466 638 166 649 811 209 759 759 481 481 481 519 ,1666
1660,40 377 60 659 102 565  -1  -1 309 817 354 765 ,1665
1661, -1  -1  -1 555 383 ,1665
1662, -1 811 209 663 149 149 521 ,1660
1663,565 354 ,1659
1664,466 466 511 638 811 209 687 759 ,1659
1665,746 60 ,1658
1666,178 466 638 620 649 811 474 ,1656
1667,28 28 768 744 759 ,1656
1668,439 143 427 ,1652
1669,127 763 466 638 805 649 811 303 759 ,1652
1670,277 466 466 316 316 649 113 113 113 87 ,1652
1671,145 649 ,1651
1672,13  -1 775 209 547 132 607 516 693 653 546 538 ,1650
1673,638 166 620 649 ,1649
1674,277  -1 759 132 516 693 653 546 538 ,1648
1675,466 466 638 697 811 759 759 759 519 564 ,1648
1676,166 649 811 759 759 ,1648
1677,127 763  -1 466 466 638 811 759 481 ,1645
1678,638 145 24 820  -1 649 811 149 ,1645
1679,129 215 167 ,1644
1680,127 681 649 ,1642
1681,673 810 715 245  -1 638 811 811 209 ,1641
1682,811 612 149 ,1641
1683,277 556 316 638 543 649 811 811 209 ,1640
1684,638 620 649 811  -1 ,1640
1685,559 277 483 483 543 543 649 ,1638
1686,184 305  -1 316 638 27 811 759 ,1638
1687,277 759 759 132 516 693 653 546 538 ,1638
1688,746 466 316 638 811 759 512 ,1638
1689,178 466 638 401 145 651 620 23 649 811 185 ,1638
1690,811 209 209 209 ,1637
1691,277 811 759 512 165 ,1636
1692,212 378 485 649 811 ,1632
1693,513 127  -1 511 638 811 552 552 759 481 ,1632
1694,513 127  -1 638 649 811 552 552 759 481 ,1632
1695,689 775 209 547 ,1632
1696,277 232  -1 511 638 811 552 552 759 481 ,1632
1697,377 60 659 102 565 309 759 ,1632
1698, -1 511 638 817 811 552 552 682 759 481 ,1632
1699,127 466 624 805 303 167 759 759 759 ,1631
1700,316 725 ,1628
1701,638 820 649 ,1628
1702,149 793 ,1625
1703,730 730 555 811 209 70 663 663 149 ,1624
1704,277 178 466 638 296 649 811 512 ,1624
1705,277 466 811 759 759 132 ,1624
1706,178 466 193 166 649 811 209  -1 ,1624
1707, -1  -1 638 166 649 649 237 811 113 759 190 87 ,1624
1708,638 564 ,1624
1709,181 261 ,1624
1710,277 277 746 542 811 759 512 ,1620
1711,277 466 638 420 28 28 166 485 237 811 759 759 190 628 ,1620
1712,466 638 649 ,1620
1713,654 724 ,1619
1714,79 124 ,1617
1715, -1  -1  -1 811 759 759 ,1615
1716,774 27 649 811 ,1614
1717,638 166 145 649 811 ,1612
1718,689 277 466 638 209 ,1608
1719,466 638 24 27 811 50 441 208 208 708 708 708 ,1608
1720,428 638 485 649 811 759 759 ,1605
1721, -1  -1 649 237 190 594 ,1604
1722,746 466 638 811 759 ,1604
1723,689 277 277  -1 466 638 287 287 785 ,1603
1724,496 505 164 401 401 401 ,1602
1725,565 82 563 ,1602
1726,730 730 730 555 555 555 147 200 663 663 663 ,1600
1727,277 483  -1  -1 466 638 28 166 482 237 811 759 190 628 ,1600
1728,437 505 164 401 174 ,1600
1729,496 505 164 401 401 401 401 761 ,1599
1730,714 438 371 638 644 ,1596
1731,714 438 371 644 770 ,1596
1732,178 638 24 649 ,1596
1733, -1 466 638 166 649 811 759 52 52 ,1596
1734,511 638 555 147 200 811 759 149 ,1596
1735,277 277 277 277 277 466 638 811 ,1593
1736,683 59  -1  -1 ,1592
1737,127 466 638 811 759 ,1592
1738,277 428  -1  -1 482 543 649 811 811 209 663 663 ,1592
1739,277 746  -1 466 638 811 ,1592
1740,217 277 ,1591
1741,253  -1 466 638 811 209 759 519 564 ,1589
1742,466 28 394 649 811 759 481 52 52 ,1589
1743,212 758 759 ,1588
1744,730 466 466 638 811 209 ,1588
1745,730 257 811 663 663 ,1588
1746,127 466 27 811 50 ,1588
1747,277  -1 812 222 758 811 811 ,1588
1748, -1 174 174 145 811 588 234 ,1588
1749,178 638 649 811 759 ,1588
1750, -1 145 234 326 ,1588
1751,206 778 386 78 678 ,1588
1752,466 638 811 209 759 564 ,1585
1753,819 490 728 785 ,1584
1754,811 209 759 149 149 ,1584
1755,127 146 178  -1 466 638 166 649 811 ,1582
1756,241  -1  -1 252 487 ,1580
1757,149 729 ,1580
1758,730 466 466 166 649 811 663 759 ,1578
1759,7 466 638  -1 788 764 70 ,1578
1760,265 127 638 805 811 303 644 ,1578
1761,265 763  -1 805 303 ,1578
1762,265 277 638 ,1578
1763,127  -1 466 466 711 638 638 343 508 811 644 ,1578
1764,277 466 466 811 811 199 564 ,1578
1765,466 638 788 764 625 34 375 ,1578
1766,730 730 506 506  -1 792 338 811 209 124 612 539 138 551 318 552 552 663 ,1575
1767,730 730 730 730 466 582 582 582 257 257 711 511 511 511 638 343 28 28 28 200 200 811 811 811 811 811 811 811 209 209 209 209 612 539 249 70 663 663 663 663 663 663 ,1572
1768,730  -1  -1  -1  -1 711 638 343 70 663 759 ,1572
1769,464  -1  -1 466 638 817 649 811 209 ,1572
1770,559 277 483 543 543 649 759 ,1572
1771, -1 466 316 145 649 811 209 ,1572
1772,178 178  -1  -1  -1 316 711 638 343 343 505 164 401 401 500 649 185 ,1572
1773,544 759 ,1572
1774,149 521 36 452 ,1572
1775,496 513 513 513 513 145 ,1570
1776, -1 638 811 70 759 ,1569
1777,774 649 811 512 ,1569
1778,371 331 167 126 342 ,1567
1779,277 638 166 649 811 209 209 552 759 481 ,1566
1780,466 466 511 638 207 166 651 543 649 811 759 481 ,1566
1781,711 638 343 145 649 237 811 209 190 ,1566
1782,496 513 127 ,1564
1783, -1 70 663 759 ,1564
1784,811 612 759 ,1564
1785,277 277 638 811 ,1563
1786,243 277 132 ,1562
1787,730 277  -1 511 237 811 209 465 759 190 ,1561
1788,411 59 352 466 466 638 811 759 ,1560
1789,277 277  -1  -1  -1 466 466 638 166 649 811 759 ,1560
1790,277 218 466 466 638 811 293 674 61 61 45 ,1560
1791,277 466 711 638 343 811 209 759 ,1560
1792,466 466 582 269 638 811 759 ,1560
1793,149 521 ,1556
1794,496 496 496 513 513 513 513 312  -1 ,1554
1795,689 243 127 763 277 277 811 209 759 ,1554
1796, -1 178 638 54 620 649 811 185 ,1554
1797,774 296 620 649 811 399 ,1552
1798,277  -1 638 166 649 811 209 759 759 759 ,1550
1799,466 711 638 343 166 145 649 811 209 759 56 ,1550
1800,745 454 277 277 277 178  -1  -1  -1 638 820 649 811 ,1548
1801,496 127  -1 316 681 401 401 761 620 759 759 481 ,1548
1802,689 430 277 277  -1 466 711 638 811 70 759 ,1548
1803,430 277 218  -1 466 711 638 817 811 70 759 ,1548
1804,127 763  -1 466 638 644 ,1548
1805,31 207 401 401 502 145 651 24 24 ,1548
1806,730 638 649 811 226 521 729 150 ,1547
1807, -1 466 638 193 252 820 649 811 759 ,1547
1808,811 209 149 149 521 729 ,1547
1809,575 638 644 ,1546
1810,277 638 166 145 543 649 811 209 759 ,1544
1811,811 209 759 199 564 ,1544
1812,212 496 513 127  -1  -1 466 638 166 649 811 ,1542
1813, -1 638 28 668 543 649 811 209 759 ,1540
1814,496 127 178 711 166 649 811 209 759 481 ,1539
1815,714 371 644 ,1538
1816,261 166 649 ,1538
1817, -1 466 638 811 759 759 512 165 ,1536
1818,27 811 759 50 441 208 ,1535
1819,555 147 200 ,1532
1820,714 438 371 549 ,1530
1821,654  -1 759 724 ,1529
1822,283 686 466 632 633 811 209 759 468 ,1528
1823,665 558 145 93 333  -1 749 627 88 348 ,1528
1824,746 330 466 511 638 817 811 209 759 ,1528
1825,543 1 649 ,1528
1826,811 759 149 521 729 349 452 618 256 ,1528
1827,716 716 555 200 461 ,1527
1828,139 466 511 638 811 811 209 ,1524
1829,327 565 145 767 354 ,1524
1830,730  -1  -1 612 663 663 759 481 481 481 481 481 481 481 519 519 49 49 ,1521
1831,699 699 699 699 699 277 277 277 277 277 277 277 277 277 277 277 277 277 277 277 277 277 746 542 466 316 316 811 512 ,1520
1832,466 638 811 209 759 481 293 674 45 ,1520
1833,466 811 209 759 564 ,1520
1834,638 28 166 668 649 476 811 759 759 ,1519
1835,513 513 127 638 681 200 811 811 811 ,1518
1836,804 533 371 ,1518
1837,699 48 277 277 277  -1 466 466 638 435 811 ,1518
1838,127 257 711 638 343 811 811 644 663 663 663 663 ,1518
1839,369 568  -1 759 231 ,1518
1840,466 774 638 28 166 668 649 811 759 ,1518
1841,811 796 149 793 333 752 334 527 ,1518
1842,300 277 27 458 441 459 ,1515
1843,466 638 166 543 649 811 759 ,1515
1844,212 450 485 ,1514
1845,389 110 145 ,1514
1846,366 714 303 418 644 ,1512
1847,451 466 638 811 209 759 519 199 564 ,1512
1848,699 699 277 277 218  -1  -1  -1  -1  -1 466 511 638 649 649 811 759 293 674 45 ,1512
1849,277 277 277 277 277 277  -1  -1  -1  -1  -1  -1  -1 466 466 638 166 649 649 811 759 ,1512
1850,277  -1 466 316 811 209 674 45 ,1512
1851,277  -1 466 638 759 ,1512
1852,277 483 218  -1  -1  -1 466 466 511 638 166 166 166 482 27 649 649 811 759 759 759 759 759 441 208 293 674 61 61 45 ,1512
1853,277 218  -1  -1  -1 466 466 511 638 166 166 166 166 166 27 649 649 811 759 759 759 759 759 441 208 293 674 61 61 45 ,1512
1854,277 638 811 759 759 512 165 ,1512
1855, -1 638 166 543 649 759 ,1512
1856,466 638 811 759 149 521 729 ,1512
1857,774 638 543 649 811 ,1512
1858,91 24 24 ,1512
1859,398 145 24 1 ,1512
1860,811 70 759 149 149 599 78 ,1512
1861,212 638 166 649 209 ,1508
1862,277 791 495 ,1506
1863,638 200 756 111 ,1506
1864,791 495 649 ,1506
1865, -1 466 466 811 759 481 221 199 564 ,1505
1866,463 218 330 466 638 817 817 811 644 ,1504
1867,466 638 649 233 811 ,1504
1868,127 681 649 759 ,1503
1869,638 630 811 759 ,1503
1870,27 649 811 50 ,1503
1871,606 413 98 10 ,1500
1872,127 763 638 ,1500
1873, -1 466 638 811 759 293 674 674 45 45 ,1498
1874, -1  -1  -1 79  -1 759  -1 ,1497
1875,40 565 354 ,1496
1876,48 277 277 277 277 277 277 746 97 466 511 638 435 811 759 759 ,1496
1877,377 60 659 102 565 309 309 765 ,1495
1878,730 811 209 612 612 663 663 ,1494
1879, -1  -1  -1  -1  -1 466 466 711 511 638 343 166 649 811 209 70 759 759 759 481 481 481 ,1494
1880,194 277 ,1489
1881,218  -1 466 638 817 649 233 811 ,1488
1882,638 649 811 512 ,1488
1883,555 555 555 555 383 383 383 383 ,1488
1884,174 174 588 234 759 759 519 ,1488
1885, -1  -1 218 218 466 711 638 343 273 817 166 543 543 649 811 209 759 759 ,1485
1886,178 316 638 620 649 811 ,1485
1887,638 145 649 811 ,1485
1888,117 283 686 466 511 638 811 759 ,1484
1889,277 466 582 511 638 811 811 674 45 ,1484
1890,466 638 649 759 ,1482
1891,819 490 728 699 48 243 277  -1 435 811 ,1480
1892,466 638 811 353 132 607 272 546 538 ,1480
1893,229 696 ,1479
1894,277 466 511 638 811 759 759 132 ,1477
1895,466 774 638 543 543 93 93 649 811 209 ,1477
1896,366 716 555 200 461 ,1476
1897, -1  -1  -1 316 166 649 759 ,1476
1898,212  -1 28 668 649 811 759 56 ,1472
1899,277 277 277 178  -1  -1  -1 638 649 811 ,1472
1900,466 638 649 811 209 512 ,1472
1901,28 28 136 484 436 ,1472
1902,730 730 730 730  -1 466 582 257 711 511 511 511 638 343 28 200 200 811 811 811 811 811 811 811 209 209 209 209 539 138 70 663 663 663 663 663 663 ,1470
1903,730 466 638 28 543 649 811 124 ,1470
1904,215 714 371 638 644 702  -1 95 ,1470
1905,714 74 127 344 763 817 303 418 ,1470
1906,496 513 127 218 466 466 638 817 811 ,1470
1907,127 763 763 763 466 638 759 481 ,1470
1908,763 303 418 ,1470
1909, -1  -1  -1 428 428 44 715 245 675  -1 482 482 649 649 237 811 811 190 190 ,1470
1910, -1 817 759  -1 136 381 478 ,1470
1911,466 638 401 543 23 649 811 ,1470
1912,565 765 299 785 133 732 ,1465
1913,178  -1 638 296 166 649 811 759 ,1465
1914,212 127  -1 638 649 811 ,1464
1915,366 716 466 638 508 811 644  -1  -1 680 ,1464
1916,819 490 728 689 277  -1 811 785 ,1464
1917,48 277 435 ,1464
1918,127 146 763 550 466 681 811 564 ,1464
1919, -1 333 749 334 590  -1 78 710 ,1463
1920,372 277  -1  -1 287 287 299 785 785 ,1462
1921,388 184 638 632 759 ,1460
1922,277 466 638 166 485 237 811 759 759 190 ,1458
1923,277 466 638 145 649 811 759 ,1458
1924,352 170 638 649 649 811 759 ,1458
1925,392 759 ,1457
1926,466 638 450 649 811 ,1456
1927,699 277 316 638 759 ,1452
1928,277  -1  -1 466 638 811 759 ,1452
1929,466 466 638 555 811 149 521 349 ,1449
1930,811 759 512 165 ,1449
1931,811 723 346 329 405 781 219 125 564 ,1449
1932,466 638 380 649 759 759 ,1448
1933,575 638 638 811 811 644 759 ,1446
1934,166 820 649 ,1446
1935, -1  -1 218 466 711 638 343 273 817 166 145 543 543 649 811 209 759 759 ,1443
1936,699 277  -1 316 638 166 811 759 759 ,1442
1937,277  -1 466  -1 278 630 811 663 759 481 ,1442
1938,218 711 511 511 638 343 817 811 209 759 759 481 481 ,1440
1939,638 811 209 149 521 806 806 ,1440
1940,555 200 811 811 811 663 663 149 149 149 599 521 806 806 806 806 806 806 36 ,1440
1941,28 768 744 ,1439
1942,277  -1 638 649 811 ,1437
1943,466 27 811 811 ,1436
1944,774 296 649 811 ,1436
