,Tables,Count
3274,819 490 728 699 277 ,822
3275,699 277 277 638 811 ,822
3276,48 277 435 759 ,822
3277,638 28 817 328 682 759 759 ,822
3278,730  -1 638 811 70 759 ,820
3279,277 193 649 811 759 ,820
3280,79 638 27 759 50 441 ,820
3281, -1 316 638 811 544 759 ,820
3282,9 145 24 1 409 ,820
3283,212 649 811 759 ,819
3284,160 264 775 759 ,819
3285,496 127  -1 316 681 401 401 761 620 759 ,819
3286,127 763 466 466 638 166 200 811 214 759 ,819
3287,463 330 817 ,817
3288,212 237 190 ,816
3289,127 681 27 ,816
3290,277  -1 711 638 811 552 ,816
3291,277  -1 638 28 811 209 628 56 ,816
3292, -1 466 638 166 649 811 759 759 ,816
3293,119 181 261 401 759 ,816
3294, -1 466 774 511 638 811 209 759 ,816
3295,466 638 817 328 682 481 ,816
3296,511 638 811 209 759 519 49 ,816
3297,638 649 200 811 84 ,816
3298,220  -1 466 638 24 649  -1  -1 233 759 ,815
3299,746 542 811 209 759 122 ,815
3300,28 376 ,814
3301,496 513 145 24 ,813
3302,466 296 649 649 ,813
3303,759 481 481 481 ,813
3304,730 277 511 638 649 811 759 759 ,812
3305,730 638 811 552 663 ,812
3306,127 638 149 ,812
3307,746 316 638 811 ,812
3308,149 149 729 ,812
3309,730  -1 463 330 466 466 711 511 511 638 555 817 200 200 338 811 70 644 ,810
3310,496 513 466 638 27 50 ,810
3311,243 277  -1 811 664 512 165 ,810
3312, -1 692 400 ,810
3313,638 469 811 123 113 87 ,810
3314,811 811 209 733 759 ,810
3315,364 448 ,809
3316,430  -1 ,808
3317,277 79 466 466 638 649 ,808
3318,330 330 466 638 817 817 811 ,808
3319,24 595 ,808
3320,466 511 638 811 ,807
3321,277 277 466 466 638 811 ,806
3322,277 811 209 ,806
3323,200 759 90 ,806
3324,212 649 652 364 46 448 811 ,805
3325,445 264 689 277 775 759 ,805
3326,730 466 466 166 649 811 663 759 759 ,804
3327,730 811 674 45 ,804
3328,265 638 811 209 ,804
3329,689 277 277 466 ,804
3330,277 277  -1  -1 466 543 543 649 209 512 ,804
3331,277 466 466 166 649 811 ,804
3332,277 774 638 ,804
3333, -1 145 588 234 759 759 519 ,804
3334,264  -1  -1 775 ,802
3335,389 558 543 649 ,802
3336,774 638 649 ,802
3337,24 1 409 ,802
3338, -1 466 466 711 638 343 811 759 ,801
3339,277 746 466 638 811 512 ,800
3340,277  -1 638 649 811 209 ,800
3341,277 511 638 811 759 759 ,800
3342, -1  -1 89 638 811 759 759 ,800
3343,466 638 649 811 45 114 ,800
3344,774 543 543 543 649 ,800
3345,27 811 209 759 50 441 208 ,800
3346,215 303 167 ,798
3347,438 371 ,798
3348,12 466 469 811 209 123 113 ,798
3349,371 127 303 418  -1 342 ,798
3350,689 277 132 ,798
3351,430 277 277 277 277 746 97 638 649 649 811 759 512 ,798
3352,277 166 811 759 ,798
3353,463 466 638 811 ,798
3354,466 511 638 ,798
3355,774 543 543 649 ,798
3356,638 649 200 811 ,798
3357, -1 267 543 649 ,796
3358,466 351 630 811 481 ,796
3359,638 508 644 ,796
3360,212 649 811 ,794
3361,229 696 696 174 ,794
3362,220 543 543 649 233 ,792
3363,730  -1 166 578 380 649 811 759 ,792
3364,730 511 555 811 759 149 349 78 ,792
3365,722 99  -1  -1 466 751 174 174 101 811 759 759 325  -1 199 564 ,792
3366,277 277 ,792
3367, -1 166 543 649 ,792
3368,31 505 207 164 401 401 401 534 502 651 24 24 24 1 474 759 ,792
3369,233 476 ,792
3370,730 711 638 343 811 209 ,790
3371, -1 775 811 ,790
3372,372 277 621  -1 638 356 203 789 200 759 ,790
3373, -1  -1 555 383 383 ,790
3374, -1 252 487 ,790
3375,178 638 261 ,790
3376, -1 764 34 649 ,789
3377,265 638 200 539 ,789
3378,629 486 520 811 ,789
3379,466 788 764 34 ,789
3380,638 555 233 811 ,789
3381,638 814 649 512 ,789
3382,764 625 34 375 ,789
3383,558 543 93 649 ,789
3384,543 93 649 759 ,789
3385,277  -1 466 638 620 649 811 ,788
3386,466 811 70 759 149 149 599 ,788
3387,638 27 811 441 208 ,788
3388,48 795  -1 435 759 ,786
3389,559 277 277  -1 466 811 209 56 ,786
3390,726  -1 466 638 811 811 446 733 687 ,786
3391,466 466 638 56 ,786
3392,711 343 811 552 ,786
3393,511 638 759 481 ,786
3394,638 70 759 481 ,786
3395,401 401 252 760 ,786
3396, -1  -1 369 632 231 195  -1 ,785
3397,40 110 145 767 354 ,784
3398,277  -1 466 316 638 811 ,784
3399,178 543 649 ,784
3400,466 466 638 166 543 27 811 759 441 208 ,784
3401,193 651 543 649 811 759 ,784
3402,145 27 811 441 55 ,784
3403,699 277 638 756 ,783
3404,379 638 755 789 209 ,783
3405,565  -1  -1 145 767 354 ,783
3406, -1 638 649 476 811 209 ,783
3407,466 811 209 56 56 ,783
3408,783 756 ,783
3409,149 521 349 ,782
3410,730  -1  -1  -1  -1  -1  -1  -1 663 663 663 759 481 481 481 ,780
3411,730  -1 711 343 200 811 663 ,780
3412,730 70 759 ,780
3413,730 759 481 481 ,780
3414,714 371 371 74  -1 343 508 644 ,780
3415,127 763 466 638 811 209 ,780
3416,184 277 277 466 638 811 ,780
3417,277  -1 638 811 209 628 56 ,780
3418,44 715 245 675 ,780
3419,178 466 638 649 649 811 ,780
3420,178 174 649 811 185 ,780
3421,466 638 27 811 209 759 50 ,780
3422,466 638 233 233 476 476 811 ,780
3423,638 817 811 209 111 ,780
3424,638 811 682 ,780
3425,28 558 166 668 543 93 649 ,780
3426,496 513  -1  -1 ,779
3427,37 411  -1 309 ,778
3428,277 277 746 97 466 638 811 674 45 ,777
3429,127  -1 316 681 620 820 649 ,776
3430,277 466 638 811 759 759 293 674 45 ,776
3431, -1 505 207 207 164 401 ,776
3432,726 483 483  -1 482 649 ,776
3433,218 638 817 811 70 759 ,776
3434, -1 638 166 649 811 759 ,776
3435,466 316 649 811 512 ,776
3436,630 811 759 512 165 ,776
3437,200 122 470 ,776
3438,519 512 165 ,776
3439,509 96 ,776
3440,395 624 574 416  -1 805 ,775
3441,264 573 277  -1 811 209 ,775
3442, -1 466 166 649 811 759 759 ,775
3443,27 441 ,775
3444,259 98 10 28 759  -1 33  -1  -1 ,774
3445,212  -1 715 245  -1 466 649 811 ,774
3446,212 482 649 811 ,774
3447,264 775 811 759 759 ,774
3448,265 328 682 ,774
3449,689 277 638 ,774
3450,688 277 277 466 466 774 638 811 ,774
3451,277 541 466 638 166 145 649 811 759 759 ,774
3452,466 638 469 811 123 113 87 ,774
3453,638 674 45 114 ,774
3454,464  -1 817 ,772
3455,496 145 ,772
3456,277 428 638 758 485 811 ,772
3457,277 132 516 516 516 516 693 693 538 538 538 ,772
3458,277 132 516 546 538 ,772
3459,178 511 638 261 649 ,772
3460, -1 716  -1  -1 200 ,771
3461,366 466 638 811 209 644 ,770
3462, -1 638 805 811 303 644 ,770
3463,218 511 638 811 209 759 ,770
3464,330 466 638 817 811 209 ,770
3465,466 466 774 582 511 638 811 122 ,770
3466,466 511 638 644 759 481 ,770
3467,466 638 166 811 759 56 ,770
3468,804 533 167 342 ,768
3469,243 277 811 759 ,768
3470,277 466 774 811 759 ,768
3471,277 638 649 811 759 ,768
3472,638 558 543 820 649 ,768
3473,631 663 759 481 ,768
3474,565  -1 145 767 ,766
3475,466 316 638 296 166 649 649 811 759 ,766
3476,774 316 638 ,766
3477,212 145 649 811 ,765
3478,366 129 215 716 371 638 343 811 644 331 167 759 342 ,765
3479,366 303 644 687 ,765
3480,730  -1  -1  -1  -1  -1  -1  -1 663 663 663 759 481 481 519 49 ,765
3481,699 277 638 811 759 ,765
3482,243 277 466 638 649 759 ,765
3483,277 101 759 199 564 ,765
3484,638 401 23 649 811 209 ,765
3485,181 261 558 543 ,765
3486,273 817 111 111 ,765
3487,783 363 756 759 ,765
3488,819 490 743 728 339 ,764
3489,795 372 277 649 512 ,764
3490,243 811 759 512 165 ,764
3491,576 339 658 638 28 ,764
3492,638 28 668 649 811 ,764
3493,9 145 24 ,764
3494,804 533 371 429 525 ,762
3495,371  -1 404 167 342 ,762
3496,127  -1 638 644 461 ,762
3497,127 638 303 644 ,762
3498,379 755 789 209 ,762
3499, -1 38 656 647 24 24 ,762
3500,638 200 43 815 ,762
3501,817 811 111  -1 ,762
3502,730 730 730  -1 466 257 257 257 257 711 638 343 200 811 811 811 811 811 811 209 612 249 70 663 663 663 663 663 ,760
3503,445 264 775 ,760
3504,186 573 638 775 ,760
3505,277 277 277 466 466 774 638 543 811 ,760
3506,277 277  -1 466 237 237 811 465 190 190 ,760
3507,277  -1  -1  -1  -1 ,760
3508,218  -1 466 638 817 649 811 ,760
3509, -1  -1 466 638 543 543 543 543 649 200 811 759 122 ,760
3510,145 811 234 759 519 ,760
3511,180 570 200 200 ,760
3512,212 466 466 543 649 811 ,759
3513,730 414 200 811 149 ,759
3514,699 277  -1 ,759
3515,127 550  -1 638 811 209 ,759
3516,277 565  -1 638 811 ,759
3517,466 466 638 811 690 ,759
3518,277 277 746 638 811 512 ,758
3519,466 166 649 ,758
3520,800 450 ,757
3521,430 277 277 277 746 97 466 638 811 209 ,756
3522,194 277 277  -1 466 316 811 209 674 45 ,756
3523,558 166 145 543 649 ,756
3524,447 350 811 759 122 ,756
3525,730 372 277 506 506 506 506 506 506 506 506 466 638 811 209 209 663 287 785 785 ,755
3526, -1  -1  -1  -1 24 24 409 676 476 120 498 ,755
3527, -1  -1 24 24 409 676 476 120 498 ,755
3528,276 388 100 742 666 377 60 659 102 565  -1 309 765 765 299 299 785 ,754
3529, -1  -1 79  -1  -1  -1 ,754
3530,379 200 759 ,754
3531,688 277 82 563 ,753
3532,638 200 644 167 ,753
3533,638 469 811 113 ,753
3534,791 495 543 649 ,753
3535,27 811 50 441 ,753
3536,716  -1  -1 644 331 ,752
3537,264 277 775 292 ,752
3538, -1 638 811 149 149 521 36 ,752
3539,694 466 638 166 469 811 123 113 113 113 759 759 87 ,752
3540,466 774 296 28 668 649 811 ,752
3541,644 769 528 ,752
3542,186 573 775 292 ,750
3543,496 513 39 27 481 441 208 ,750
3544,277 277 638 649 649 811 332 759 ,750
3545,556 506 506 145 24 ,750
3546, -1 107 466 162 27 759 759 ,750
3547,466  -1  -1 163 24 811 50 ,750
3548,466 811 199 564 ,750
3549,711 638 343 811 61 45 114 ,750
3550,127 763 763  -1  -1 466 638 805 303 106 680 ,749
3551,393 393 506 145 767 ,748
3552,730 811 811 138 663 ,747
3553,699 277 277 277 746 97 60 638 ,747
3554,277 630 811 759 ,747
3555,379 158 200 759 ,747
3556,638 356 200 687 ,747
3557,638 149 729 806 ,747
3558,200 338 663 663 ,747
3559,212 316 166 649 759 ,744
3560,496 127 146 151 763 466 27 811 441 ,744
3561,277  -1 774 638 811 ,744
3562, -1 466 222 797 580 811 ,744
3563,466 811 674 45 114 ,744
3564,575 638 811 759 ,744
3565,511 811 544 759 ,744
3566,811 234 759 519 ,744
3567,277  -1 564 ,742
3568,688 277  -1 649 811 ,741
3569, -1 442 558 93 ,741
3570,166 649 759 759 ,741
3571,372 277 649 811 759 512 ,740
3572,557 277 466 638 811 ,740
3573,127 681 23 ,740
3574,277 277 466 649 759 ,740
3575,466 638 649 811 759 512 ,740
3576,638 649 811 759 512 ,740
3577, -1  -1 759 ,740
3578,289 744 ,740
3579,396 564 ,740
3580,699 277 811 ,739
3581, -1 466 638 811 759 646 646 223 ,738
3582,321 166 145 649 ,738
3583,684 472 759 ,738
3584,466 466 511 638 811 612 ,738
3585,466 316 638 174 166 651 649 811 ,738
3586,333 749 334 590 78 527 710 ,738
3587,127 811 ,737
3588,730  -1  -1  -1  -1  -1 811 612 663 759 ,736
3589,699 277 277 277 277 277 316 511 811 759 ,736
3590, -1 306 9 145 24 93 1 409 676 ,736
3591,27 811 759 441 55 ,736
3592,366 716 702  -1 95 ,735
3593,129 215 714 371 ,735
3594,215 714 371 331 ,735
3595,804 533 371 257 711 ,735
3596,277 28 811 512 ,735
3597, -1 468 701 701 281 ,735
3598, -1 770  -1  -1 ,735
3599,329  -1  -1 564 ,735
3600,559 277 649 ,734
3601,811 674 45 ,734
3602,730 663 663 759 481 481 481 ,732
3603,819 490 728 543 649 ,732
3604,490  -1 743 728 ,732
3605,490 83 743 728 ,732
3606,389 565 145 767 354 ,732
3607,254 27 811 50 ,732
3608,466 638 811 811 209 733 ,732
3609,372 372 277 277 649 ,731
3610,819 490 728 299 ,730
3611,388 666 244 ,730
3612,483 638 145 482 649 811 ,730
3613, -1 558 145 93 1 ,729
3614,746 466 638 811 ,729
3615,352 170 170 817 649 649 ,729
3616,380 649 811 759 ,729
3617,277 277 277 774 811 ,728
3618,212 649 476 759 ,726
3619,730 649 811 ,726
3620,277 277 746 811 512 ,726
3621,277 237 811 190 ,726
3622,565 565  -1  -1  -1  -1  -1  -1  -1 401 401 174 811 405  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1 ,726
3623, -1 638 543 649 811 ,726
3624,212 277 237 811 190 ,724
3625,812 679 679 709 709 758 811 ,724
3626,48 277  -1 811 ,723
3627,277 638 649 512 ,723
3628,463  -1 811 759 ,723
3629,212 127  -1 466 145 649 811 ,720
3630,277 466 466 638 811 287 785 ,720
3631,277 466 316 759 ,720
3632,277 511 638 811 ,720
3633,466 316 233 811 ,720
3634,555 555 200 759 122 ,720
3635,774 811 ,719
3636,149 36 ,719
3637,117 184 811 ,718
3638, -1  -1  -1 692 400  -1  -1 ,718
3639,351 811 759 ,718
3640,699 277 277 277 746 811 512 ,717
3641,746 60 811 209 ,717
3642,311 145 24 24  -1 ,717
3643,699 277 277 746 97 ,716
3644,463 644 ,716
3645,555 383 200 ,716
3646,811 811 209 733 ,716
3647,127 681 401 620 820 23 ,715
3648,178 620 ,715
3649,638 343 811 209 552 149 ,715
3650,212 450 758 ,714
3651,745 454 145 24 ,714
3652,243  -1 466 638 278 811 759 512 165 ,714
3653,243 811 759 ,714
3654,127 681 401 401 23 ,714
3655, -1  -1 ,714
3656,178 261 166 23 649 811 209 ,714
3657, -1 638 262 495 811 ,714
3658,145  -1 239  -1 ,714
3659,759 132 516 693 653 546 538 ,714
3660,212 638 649 811 759 ,712
3661,689 277  -1 145 27 811 759 50 441 208 ,712
3662,699 277 746 466 638 811 ,712
3663,277  -1  -1 319  -1 ,712
3664,178 638 649 811 209 ,712
3665,466 511 638 200 ,712
3666,511 166 649 811 759 759 759 ,712
3667,129 215 167  -1 ,711
3668,217  -1 277 638 ,711
3669,466 524 61 45 ,711
3670,811 209 209 733 ,711
3671,333 752 334 78 ,711
3672,730  -1  -1  -1  -1  -1  -1 638 811 385 209  -1 663 663 ,710
3673,40 565  -1 817 145 767 354  -1 ,710
3674,819 490 728 699 243 277 759 ,710
3675,490 83 743 728  -1 785 ,710
3676,264 466 775 811 209 759 759 ,710
3677,638 27 811 ,710
3678,145 145 759 759 199 564 ,710
3679,212 649 759 759 118 ,708
3680,264 689 277  -1 775 759 ,708
3681,277 277 277 277 277 ,708
3682, -1  -1  -1  -1 373 373 295 ,708
3683,178 178  -1  -1  -1 316 711 638 343 343 505 500 174 174 649 185 ,708
3684,466 638  -1 649 ,708
3685,638 649 70 759 759 ,708
3686, -1 812  -1  -1 811 ,708
3687,811 759 519 49 ,708
3688,759 553 ,708
3689,13 689 48  -1  -1 435 775 209 547 272 ,707
3690,466 166 578 380 649 811 811 209 ,707
3691,166 578 380 649 811 209 759 759 ,707
3692,212 466 638 758 649 811 ,705
3693,243 277  -1 506 ,705
3694,277  -1 638 166 649 811 759 ,705
3695,466 638 166 649 ,705
3696,638 23 649 811 ,705
3697, -1 177 224 703 ,705
3698,508 303 644  -1 ,705
3699,212 730  -1 466 638 28 222 758 649 811 663 759 759 ,704
3700,745 745 745 454 454 454  -1 466 774 207 166 24 543 543 23 649 811 759 ,704
3701,127  -1 638 508 303 644 ,704
3702,277 277 277 277 277  -1 638 ,703
3703,716 371 638 343 508 811 811 644 404 ,702
3704,277 711 638 343 811 32 ,702
3705,755 789  -1  -1 ,702
3706,200 811 759 481 481 481 519 49 122 ,702
3707,218 638 ,701
3708,220 649 233 302 759 ,700
3709,27 811 733 ,700
3710,716 638 209 644 ,699
3711,15 24 649 553 ,699
3712, -1 638 200 759 56 ,699
3713,466 638 145 649 ,699
3714,730  -1  -1  -1 811 ,696
3715,745 454  -1 178 638 620 649 811 ,696
3716,819 83 ,696
3717,689 699 688 277 ,696
3718,795 372 543 649 ,696
3719, -1  -1 222 758 543 93 649 811 209 759 56 ,696
3720,638 24 543 649 ,696
3721,638 811 149 ,696
3722,555 147 200 149 149 78 ,696
3723,505 164 401 534 ,696
3724,450 543 649 811 209 ,696
3725,811 209 149 149 521 ,696
3726,127 466 27 649 811 441 ,695
3727,565 765 785 ,694
3728,817 811 111 ,694
3729,730 383 663 149 ,693
3730,705 309 319 ,693
3731,466 681 ,693
3732,257 711 811 552 ,693
3733,552 663 ,693
3734,48 277 435 811 209 ,692
3735,277 466 638 649 811 209 759 759 759 ,690
3736,316 166 380 649 811 759 759 ,690
3737,638 28 811 124 759 ,690
3738,505 401 401 502 651 ,690
3739,212 277  -1 466  -1 649 811 190 ,688
3740,430 277  -1 817 ,688
3741,277 277 277  -1 466 774 638 811 ,688
3742,178 543 543 620 649 ,688
3743, -1 774 711 638 649 811 ,688
3744,466 466 638 638 811 ,688
3745,466 316 511 638 811 209 759 ,688
3746,466 401 24 649 759 ,688
3747,774 638 27 649 811 ,688
3748,811 811 138 ,686
3749,212  -1 28 668 649 811 209 ,685
3750,366 638 805 303 644 167 ,685
3751,730 466 638 811 209 70 ,685
3752,12 638 469 123 123 113  -1 87 ,685
3753,82 563 ,685
3754,649 512 ,685
3755,127 466 638 681 759 ,684
3756, -1 466 638 811 149 521 349 ,684
3757,369  -1  -1 632 633 231 701 701 281 195 ,684
3758, -1  -1 511 362 738 690 759 ,684
3759,511 638 200 759 ,684
3760,638 811 644 741 ,684
3761, -1  -1 163 27  -1 ,684
3762,811 811 811 138 138 ,684
3763,48 435 ,682
3764,277  -1  -1 638 28 145 649 237 811 811 708 190 628 594 678 ,682
3765,689 48 277  -1 435 ,681
3766, -1  -1 638 649 811 ,681
3767, -1  -1  -1 145 24 1 ,681
3768,64 521 ,681
3769,247  -1  -1 558 145 93 1 ,680
3770,212 279 485 649 237 190 ,680
3771,730 730 730 730 209 209 19 663 663 ,680
3772,819 490 728 817 ,680
3773,372 277 466 649 811 209 ,680
3774,277 193 543 649 811 759 ,680
3775, -1  -1 466 638 649 811 209 ,680
3776, -1 638 166 649 811 759 ,680
3777,178  -1 638 543 649  -1 ,680
3778, -1  -1 774 638 166 649 649 811 759 512 512 ,680
3779, -1 466 638 543 649 811 209 ,680
3780, -1 316 638 450 811 209 56 ,680
3781,638 166 543 543 649 811 759 ,680
3782,630 811 759 ,680
3783,817 811 209 682 199 564 ,680
3784,110 145 649 811 767 354 ,680
3785, -1 218 466 638 817 811 293 674 45 ,679
3786,466 257 811 209 ,678
3787,409 476 120 498 ,678
3788,759 481 481 ,678
3789,745 454  -1  -1 502 174 651 ,676
3790,277 466 466 811 759 564 ,676
3791,466 511 638 649 811 759 ,676
3792,466 811 674 45 ,676
3793,212 466 466 679 679 709 709 758 649 811 ,675
3794,730  -1  -1  -1 811 759 481 ,675
3795,745 454 377 60 102 814 ,675
3796,714 371 308 343 644 404 ,675
3797,277 638 811 811 209 138 ,675
3798,277 166 237 190 ,675
3799,277 649 811 759 ,675
3800,178 638 296 620 649 811 ,675
3801,466 466 638 811 564 ,675
3802,466 638 755 ,675
3803,466 380 649 811 209 759 ,675
3804,401 398 24 1 595 ,675
3805,166 24 649 759 ,675
3806,638 461 ,674
3807,558 145 1 ,674
3808, -1  -1 544 759 ,673
3809,513 127 127  -1 466 638 811 ,672
3810,277 746 97 60 466 811 759 ,672
3811,277  -1 466 638 811 209 ,672
3812,685 152 225 16 ,672
3813, -1  -1 466 450 222 758 166 649 811 759 ,672
3814,466 638 805 644 167 ,672
3815,466 638 401 23 649 649 811 ,672
3816,476 209 759 512 ,672
3817,714 639 ,671
3818,496 513 127 763  -1  -1  -1 466 638 27 811 209 759 441 208 ,671
3819,366  -1 638 805 811 644 167 167 ,670
3820,689 699 277 277 277 277 97 ,670
3821,48 795 277 638 435 758 811 ,670
3822,243 277  -1 466 511 511 511 638 759 759 759 759 ,670
3823,466 466 711 711 638 343 343 811 ,670
3824,343 792 811 209 138 552 ,670
3825,28 124 759 ,670
3826,445 775 811 759 ,669
3827,688 194 277 649 ,669
3828,243 759 512 165 ,669
3829,277  -1  -1 649 811 385 209 209 465 ,669
3830,466  -1  -1 113 ,669
3831,159  -1  -1  -1 ,669
3832,110 145 24 1 ,669
3833,45 204 ,669
3834,730 466 711 638 811 209 ,668
3835,277 277 277 277  -1  -1  -1  -1  -1 466 466 638 649 811 ,668
3836,40 277 746 97 354 512 297 ,666
3837,411 166 543 649 811 209 759 ,666
3838, -1  -1  -1 524  -1 ,666
3839, -1 638 543 649 113 ,666
3840,638 811 209 149 ,666
3841,494 68 788 764 94 591 811 ,666
3842,212 127 726 483  -1 466 638 649 811 ,665
3843,186 168 573  -1 28 775 292 ,665
3844, -1  -1 ,665
3845,38 656 647 ,665
3846,714 371 127 303 418 ,664
3847,714 639 644 769 528 ,664
3848,371 127 303 418 644 ,664
3849, -1 277 466 638 543 649 811 123 759 ,664
3850,277 24 649 ,664
3851,218 466 638 817 817 811 682 ,664
3852,812 640 811 ,664
3853,638 817 811 111 ,663
3854,333 777 777 88 88 ,663
3855,502 24 ,662
3856,145 24 759 ,662
3857,145 767 ,662
3858,759 611 ,662
3859,212 466 638 28 668 649 811 ,660
3860,730 730  -1 79 79 466 257 711 638 343 811 811 209 539 663 663 ,660
3861,730 811 209 209 209 124 ,660
3862,411 59 811 138 ,660
3863,411 59 759 ,660
3864,215 716 466 644 331 167 342 ,660
3865,488 192 ,660
3866,243 277 466 638 811 ,660
3867,127  -1 681 543 543 ,660
3868,277 466 638 649 649 811 ,660
3869,218  -1 466 575 638 638 817 811 70 759 759 293 674 45 672 73 ,660
3870,178  -1 316 638 649 ,660
3871,220  -1 233 476 ,657
3872,430 191 277 638 ,657
3873,688 277 638 756 ,657
3874, -1 369 568  -1 252 759 ,657
3875,510 18 ,657
3876,28 136 484 478 ,657
3877,699 277 277 277 277 638 811 ,656
3878,638 166 649 233 476 811 759 ,656
3879,212 483 638 482 649 811 ,655
3880,411 59 811 209 544 759 ,655
3881,496 127 146 151  -1  -1  -1 649 811 ,655
3882,689 277 466 638 811 759 ,655
3883,372 277 649 811 512 ,654
3884,277 277 178  -1 638 649 649 649 811 ,654
3885,277 110 145 767 354 ,654
3886,277 145 237 190 ,654
3887,746 466 811 209 ,654
3888,352 170 170 145 649 209 759 ,654
3889,193 811 759 512 ,654
3890,60 814 ,653
3891,638 560 ,653
3892,644 741 ,653
3893,430 127 277  -1  -1 681 811 ,652
3894,372 277 277 466 638 ,652
3895,466 316 166 543 649 ,652
3896,207 401 502 ,652
3897,380 649 ,652
3898,811 209 544 759 122 ,652
3899,745 745 745 454 454 454  -1 145 24 24 ,651
3900,513 513 127 638 681 200 ,651
3901,689 277 277 746 97  -1 811 ,651
3902,681 649 811 759 ,651
3903, -1 555 122 ,650
3904, -1 466 466 711 711 638 343 343 28 811 209 149 521 154 806 806 806 806 806 806 349 199 564 ,650
3905,466 466 711 711 638 343 343 28 811 209 149 521 729 154 806 806 806 806 806 349 199 564 ,650
3906,466 711 638 343 28 811 149 521 729 154 806 806 806 349 199 564 ,650
3907,24 1 ,649
3908,549 200 ,649
3909,699 277 277 277 811 ,648
3910,277 277 277 746 97 60 466 638 811 ,648
3911, -1 638 145 649 811 ,648
3912,27 649 441 208 ,648
3913,638 149 149 ,647
3914,730 638 ,646
3915,705 309 309 291 ,646
3916,689 48 277 466 638 435 811 ,645
3917,689 277 466 638 27 811 ,645
3918,466 466 575 638 811 ,645
3919,543 649 811 512 ,645
3920,811 209 209 249 ,645
3921,411 161 759 ,644
3922, -1 316 555 324 200 103 103 ,644
3923,466 145 543 543 649 811 ,644
3924,775 759 547 ,644
3925,366 71 ,643
3926,573 775 ,643
3927,277  -1  -1 638 649 ,643
3928,127  -1 638 811 209 ,642
3929,466 711 638 343 811 644 149 ,642
3930,466 511 638 166 543 543 649 811 759 ,642
3931,711 711 638 343 343 811 644 ,642
3932,511 638 811 ,642
3933,638 279 649 ,641
3934,212 800  -1 ,640
3935,229 696 315 174 174 174 174 174 423 ,640
3936,277 254 811 759 ,639
3937,178 466 316 638 261 502 174 166 649 811 185 ,639
3938,638 293 293 293 674 45 ,639
3939,811 70 759 481 ,639
3940,466 466 511 638 591 811 759 ,638
3941,277 638 145 649 811 ,637
3942,212 466 638 640 166 1 649 632 811 759  -1 ,636
3943,366 714 371 644 ,636
3944,366 638 644 748 ,636
3945,714 74 127 127 303 418 ,636
3946,699 277 277 277 277 277 277 466 638 811 ,636
3947,699 277 277 277 746 466 638 811 ,636
3948,277 638 237 190 ,636
3949, -1 711 638 343 ,636
3950,555 200 149 452 ,636
3951,469 123 776 113 87 ,636
3952,759  -1 360 78 ,636
3953,763 638 681 209 759 759 ,635
3954,277  -1 278 630 811 759 481 ,635
3955,759 360 78 ,634
3956,730  -1 466 638 811 149 ,633
3957,277 277 638 ,633
3958,277 638 544 785 ,633
3959, -1 466 811 45 ,633
3960,638 697 811 759 ,633
3961, -1 145 24 93 767 ,632
3962,466 466 638 469 123 113 ,632
3963,638 649 200 811 209 ,632
3964,442 9 24 409 676 ,632
3965,699 688 277 774 ,630
3966,243 466 278 811 811 ,630
3967,127  -1 466 466 711 638 638 343 508 811 303 644 644 ,630
3968,127 638 543 759 ,630
3969,746 97 60 759 ,630
3970,565  -1 145 767 ,630
3971,466 511 638 200 811 759 481 ,630
3972,466 638 649 811 209 759 ,630
3973,65 8 ,630
3974,689 277 811 132 ,627
3975,6 209 ,627
3976,238 305 759 ,626
3977,540 374 449 ,626
3978,28 508 644 ,626
3979,166 237 190 ,626
3980,212  -1 649 652 364 46 448 811 ,625
3981,556 506 506 506 565 24 767 ,625
3982,145 27 759 458 441 208 ,625
3983,644 522 ,625
3984,11  -1 ,624
3985,689 243 300 277 277 466 466 166 649 811 759 759 759 481 481 481 ,624
3986,277 277 277 774 ,624
3987,669 466 638 278 630 811 759 ,624
3988,622 562 706 612 759 ,624
3989,466 466 638 166 543 649 759 759 481 481 ,624
3990,466 351 630 631 811 759 481 ,624
3991,638 811 209 209 124 ,624
3992,638 811 209 124 ,624
3993,356 811 ,624
3994,401 145 651 24 1 ,624
3995,492 695 ,622
3996,638 811 249 ,622
3997,801 339 ,621
3998, -1 145 24 1 ,621
3999,730 811 209 149 149 150 ,620
4000,464  -1  -1  -1 466 638 817 649 811 209 ,620
4001,411  -1 705 309 309 309 291 ,620
4002,264 573 775 811 759 759 ,620
4003,699 277 277 277 277 277 277 746 542 638 811 512 ,620
4004,277 277  -1 466 638 811 512 ,620
4005,277 193 811 209 759 ,620
4006,638 27 649 811 441 208 ,620
4007,166 578 380 649 481 ,620
4008,730  -1 200 539 ,618
4009,730 200 539 ,618
4010,243 277 759 132 ,618
4011,127  -1 657 316 ,618
4012,277 278 630 811 663 759 481 ,618
4013,638 502 174 166 543 649 811 512 ,618
4014,59  -1 759 ,617
4015,265 638 817 811 682 ,616
4016,127 466 638 811 644 ,616
4017,277 277 277 277 277 277 277 277  -1  -1  -1  -1  -1  -1  -1  -1  -1 466 466 638 649 811 ,616
4018,242 432 28 644 759 ,616
4019,218 466 638 817 644 ,616
4020, -1 466 638 817 817  -1 682 ,616
4021, -1 638 555 ,616
4022,774 543 543 649 811 209 ,616
